urn|version|label_eng|desc_eng|type|has_mods|urn_status|redirect_to|member_of|created_by|edited_by
urn:cite:perseus:catver.100.1|urn:cts:greekLit:tlg0003.tlg001.opp-grc81|"Thucydidis Historiae, Tomus Posterior, Libri V-VIII"|"Thucydides.,creator Jones, Henry Stuart,1867-1939,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.101.1|urn:cts:greekLit:tlg0003.tlg001.opp-grc82|"The , history of the Peloponnesian war,  Book I"|"Thucydides.,creator Young, Henry,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.102.1|urn:cts:greekLit:tlg0003.tlg001.opp-grc83|"History of the Peloponnesian War. Selections. 1768, Funeral Oration of Pericles., Funeral eulogies upon military men"|"Thucydides.,creator Bentham, Edward,1707-1776,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.103.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat1|"De bello peloponnesiaco libri octo, Graece et latine, Volumen Quartum, Book VI-Book VII"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Wasse, Joseph,1672-1738,editor Societas Bipontina,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.104.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat2|"De bello peloponnesiaco libri octo, Graece et latine, Volumen Primum, Book I"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Wasse, Joseph,1672-1738,editor Societas Bipontina,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.105.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat3|"De bello peloponnesiaco libri octo, Graece et latine, Volumen Tertium, Book IV-Book V"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Wasse, Joseph,1672-1738,editor Societas Bipontina,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.106.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat4|"De bello peloponnesiaco libri octo, Graece et latine, Volumen Secundum, Book II-Book III"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Wasse, Joseph,1672-1738,editor Societas Bipontina,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.107.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat5|"De bello Peloponnesiaco libri octo, Pars III-Vol II, Commentarii"|"Thucydides.,creator Poppo, Ernest Friedrich,1794-1866,editor Duker, Carolus Andreas,,1660-1752,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.108.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat6|"De bello Peloponnesiaco libri VIII, Volumen Quartum"|"Thucydides.,creator Gottleber, Johann Cristoph.,1733-1785,co-editor Bauer, Karl Ludwig,1730-1799,co-editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.109.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat7|"De bello Peloponnesiaco libri octo, Pars III-Vol IV, Commentarii"|"Thucydides.,creator Poppo, Ernest Friedrich,1794-1866,editor Duker, Carolus Andreas,,1660-1752,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.110.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat8|"De bello Peloponnesiaco libri octo, Pars III-Vol I, Commentarii"|"Thucydides.,creator Poppo, Ernest Friedrich,1794-1866,editor Duker, Carolus Andreas,,1660-1752,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.111.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat9|"Thoukydides, meta scholion palaion kai panu ophelimon choris on, ouk euxunetos ho
      xungrapheus"|"Thucydides.,creator Francino, Antonio,editor Giunta, Bernardo,1487-1551,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.112.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat10|"Thoukydidou Peri tou Peloponnesiakou polemou biblia 8 =, Thucydidis De bello Peloponnesiaco libri viii"|"Thucydides.,creator Valla, Lorenzo,1406-1457,translator Estienne, Henri,1531-1598,editor,printer Casaubon, Isaac,,1559-1614,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.113.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat11|"De bello Peloponnesiaco libri octo, Pars III-Vol III, Commentarii"|"Thucydides.,creator Poppo, Ernest Friedrich,1794-1866,editor Duker, Carolus Andreas,,1660-1752,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.114.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat12|"De Bello Peloponnesiaco libri octo, Vol IV"|"Thucydides.,creator Bekker, Immanuel,1785-1871,editor Duker, Carolus Andreas,,1660-1752,editor Wasse, Joseph,1672-1738,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.115.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat13|"Thoukydidou tou Olorou peri tou Peloponnesiakou polemou vivlia okto, Vol I"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Gottleber, Johann Cristoph.,1733-1785,co-editor Bauer, Karl Ludwig,1730-1799,co-editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.116.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat14|"Thoukydidou tou Olorou peri tou Peloponnesiakou polemou vivlia okto, Vol II"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Gottleber, Johann Cristoph.,1733-1785,co-editor Bauer, Karl Ludwig,1730-1799,co-editor Beck, Christian Daniel,,1757-1832,volume editor Hudson, John,,1662-1719,author of additional preface Estienne, Henri,1531-1598,author of additional preface"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.117.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat15|"Ex Thucydide, institutum funebris orationis apud Athenienses; Periclis oratio funebris; item
         Pestis atheniensis. Omnia ordine ex libro secundo Historiae"|"Thucydides.,creator Foulis Press,printer"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.118.1|urn:cts:greekLit:tlg0003.tlg001.opp-lat16|"Histoire grecque de Thucydide, accompagnée de la version latine, des variants des 13 manuscrits de la Bibliothèque
         impériale, d'observations historiques, littéraires et critiques, de specimen de ces
         manuscrits, de cartes géographiques et d'estampes"|"Thucydides.,creator Gail, J.-B. (Jean-Baptiste),1755-1829,editor,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.119.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng1|"The , history of the Peloponnesian War, Vol II, Books V-VIII"|"Thucydides.,creator Dale, Henry,1812-1894,,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.120.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng2|"The , history of the Peloponnesian War, Vol I, Books I-IV"|"Thucydides.,creator Dale, Henry,1812-1894,,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.121.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng3|"The , history of the Peloponnesian War, a new and literal version, from the text of Arnold, collated with Bekker, Göller, and Poppo, Vol 2"|"Thucydides.,creator Dale, Henry,1812-1894,,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.122.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng4|"The, history of the Peloponnesian War, a new and literal version, from the text of Arnold, collated with Bekker, Göller, and Poppo, Vol I"|"Thucydides.,creator Dale, Henry,1812-1894,,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.123.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng5|"History of the Pelopennesian War, Volume IV, Books VII and VIII"|"Thucydides.,creator Smith, Charles Forster,1852-1931,translator,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.124.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng6|"History of the Pelopennesian War, Volume I, Books I and II"|"Thucydides.,creator Smith, Charles Forster,1852-1931,translator,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.125.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng7|"History of the Pelopennesian War, Volume III, Books V and VI"|"Thucydides.,creator Smith, Charles Forster,1852-1931,translator,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.126.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng8|"Thucydides"|"Thucydides.,creator Hobbes, Thomas,1588-1679,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.127.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng9|"History II"|"Thucydides.,creator Rhodes, P. J. (Peter John),translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.128.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng10|"The History of the Peloponnesian war, Books I-VIII, The , Greek historians, The complete and unabridged historical works of Herodotus, Volume II"|"Thucydides.,creator Jowett, Benjamin,1817-1893,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.129.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng11|"History of the Pelopennesian War, Volume II, Books III and IV"|"Thucydides.,creator Smith, Charles Forster,1852-1931,translator,editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.130.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng12|"The , history of the Grecian war, in eight books, Vol I"|"Thucydides.,creator Hobbes, Thomas,1588-1679,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.131.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng13|"The , history of the Grecian war, in eight books, Vol II"|"Thucydides.,creator Hobbes, Thomas,1588-1679,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.132.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng14|"The , history of the Grecian war"|"Thucydides.,creator Hobbes, Thomas,1588-1679,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.133.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng15|"A , commentary on Thucydides, Volume I-Books I-III"|"Hornblower, Simon.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.134.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng16|"Eight bookes of the Peloponnesian Warre"|"Thucydides.,creator Hobbes, Thomas,1588-1679,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.135.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng17|"History of the Peloponnesian War"|"Thucydides.,creator Crawley, Richard,1840-1893,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.136.1|urn:cts:greekLit:tlg0003.tlg001.opp-eng18|"The History of the Peloponnesian war, Books I-VIII, The , Greek historians, The complete and unabridged historical works of Herodotus, Volume II"|"Thucydides.,creator Jowett, Benjamin,1817-1893,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.137.1|urn:cts:greekLit:tlg0003.tlg001.opp- grc1|"Thoukydidou tou Olorou peri tou Peloponnesiakou polemou vivlia okto, Vol I"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Gottleber, Johann Cristoph.,1733-1785,co-editor Bauer, Karl Ludwig,1730-1799,co-editor"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.138.1|urn:cts:greekLit:tlg0003.tlg001.opp- grc2|"Thoukydidou tou Olorou peri tou Peloponnesiakou polemou vivlia okto, Vol II"|"Thucydides.,creator Duker, Carolus Andreas,,1660-1752,editor Gottleber, Johann Cristoph.,1733-1785,co-editor Bauer, Karl Ludwig,1730-1799,co-editor Beck, Christian Daniel,,1757-1832,volume editor Hudson, John,,1662-1719,author of additional preface Estienne, Henri,1531-1598,author of additional preface"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.139.1|urn:cts:greekLit:tlg0003.tlg001.opp-ita1|"Tucidide Istorico greco delle guerre fatte tra i popoli della Morea e gli
      ateniesi"|"Thucydides.,creator Di Soldo Strozzi, Francesco,,fl. 1545,translator Porcacchi, Thomaso,ca. 1530-1585?,author of added text (life of Thucydides) Gale, Thomas,1635?-1702,author of added text (a Chronology) Cellarius, Christoph,1638-1707,author of added text (Geographic Table)"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.140.1|urn:cts:greekLit:tlg0003.tlg001.opp-ger1|"Geschichte, Erster Band, Buch I-Buch IV."|"Thucydides.,creator Campe, Johann Friedrich Christian,1808-1881,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.141.1|urn:cts:greekLit:tlg0003.tlg001.opp-ger2|"Geschichte, Zweiter Band, Buch V-Buch VIII."|"Thucydides.,creator Campe, Johann Friedrich Christian,1808-1881,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.142.1|urn:cts:greekLit:tlg0003.tlg002.opp-grc1|"Epigramma, Anthologia lyrica graeca, Volume I"|"Thucydides,attributed author Diehl, Ernst,1874-1947,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.143.1|urn:cts:greekLit:tlg0003.tlg002.opp-grc2|"Epigramma, Anthologia lyrica, sive Lyricorum graecorum veterum praeter Pindarum reliquiae
            potiores"|"Thucydides,attributed author Hiller, Eduard,1844-1891,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.144.1|urn:cts:greekLit:tlg0003.tlg002.opp-grc3|"Epigramma, Poetae lyrici Graeci, Vol II, Poetas Elegiacos et Iambographos Continens"|"Thucydides,attributed author Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.145.1|urn:cts:greekLit:tlg0003.tlg002.opp-grc4|"Epigramma, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Thucydides,attributed author"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.146.1|urn:cts:greekLit:tlg0003.tlg002.opp-grc5|"Epigramma, Poetae lyrici graeci"|"Thucydides,attributed author Bergk, Theodor,1812-1881,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.147.1|urn:cts:greekLit:tlg0003.tlg002.opp-eng1|"Epigramma, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Thucydides,attributed author"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.148.1|urn:cts:greekLit:tlg0004.tlg001.perseus-grc1|"Lives of Eminent Philosophers"|"Lives of Eminent Philosophers. Diogenes Laertius. R.D. Hicks. Cambridge. Harvard University Press. 1972 (First published 1925)."|edition|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.149.1|urn:cts:greekLit:tlg0004.tlg001.perseus-eng1|"Lives of Eminent Philosophers"|"Lives of Eminent Philosophers. Diogenes Laertius. R.D. Hicks. Cambridge. Harvard University Press. 1972 (First published 1925)."|translation|true|published||Perseus:collection:Greco-Roman|feed_aggregator|feed_aggregator
urn:cite:perseus:catver.150.1|urn:cts:greekLit:tlg0004.tlg001.opp-grc1|"Lives of eminent philosophers, Volume II, Book VI-Book X"|"Diogenes Laertius.,creator "|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.151.1|urn:cts:greekLit:tlg0004.tlg001.opp-grc2|"Vitae Philosophorum, Vita Epicuri, Epicurea"|"Diogenes Laertius.,creator Usener, Hermann,1834-1905,editor"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.152.1|urn:cts:greekLit:tlg0004.tlg001.opp-eng1|"Lives of eminent philosophers, Volume II, Book VI-Book X"|"Diogenes Laertius.,creator Hicks, Robert Drew,1850-1929,translator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.153.1|urn:cts:greekLit:tlg0004.tlg002.opp-grc1|"Epigrammata, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Diogenes Laertius,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.154.1|urn:cts:greekLit:tlg0004.tlg002.opp-eng1|"Epigrammata, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Diogenes Laertius,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.155.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc1|"Epigrammata, The , Greek anthology, Vol III, The Declamatory Epigrams, Book IX"|"Theocritus,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.156.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc2|"Epigrammata, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Theocritus,attributed author"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.157.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc3|"Epigrammata, The , Greek anthology, Vol I, The Dedicatory Epigrams, Book VI"|"Theocritus.,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.158.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc4|"Epigrammata, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Theocritus,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.159.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc5|"Epigramma, The , Greek anthology, Vol V, Epigrams in Various Metres, Book XIII"|"Theocritus,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.160.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc6|"Epigramma, The , Greek anthology, Vol V, Miscellanea, Book XV"|"Theocritus,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.161.1|urn:cts:greekLit:tlg0005.tlg005.opp-grc7|"Epigrammata, The Declamatory Epigrams, Book IX"|"Theocritus,creator"|edition|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.162.1|urn:cts:greekLit:tlg0005.tlg005.opp-eng1|"Epigrammata, The , Greek anthology, Vol III, The Declamatory Epigrams, Book IX"|"Theocritus,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.163.1|urn:cts:greekLit:tlg0005.tlg005.opp-eng2|"Epigrammata, The , Greek anthology, Vol V, Epigrammata of the Planudean Anthology Not in the Pallatine Manuscript,, Book XVI"|"Theocritus,attributed author"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.164.1|urn:cts:greekLit:tlg0005.tlg005.opp-eng3|"Epigrammata, The , Greek anthology, Vol I, The Dedicatory Epigrams, Book VI"|"Theocritus.,creator"|translation|true|published|||feed_aggregator|feed_aggregator
urn:cite:perseus:catver.165.1|urn:cts:greekLit:tlg0005.tlg005.opp-eng4|"Epigrammata, The , Greek anthology, Vol II, Sepulchral Epigrams, Book VII"|"Theocritus,creator"|translation|true|published|||feed_aggregator|feed_aggregator
